ön	/ön+Adj
beridir	/beri+Noun+A3sg+Pnon+Nom^DB+Adverb+Since /beri+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /beri+Postp+PCAbl^DB+Verb+Zero+Pres+Cop+A3sg /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adverb+Since /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
beraberindekilerle	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins
beraberindekilerle	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Ins
göreyim	/gör+Verb+Pos+Opt+A1sg /göre+Postp+PCDat^DB+Verb+Zero+Pres+A1sg
öncekiler	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Nom /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Nom
beraberdir	/beraber+Adj^DB+Verb+Zero+Pres+Cop+A3sg /beraber+Postp+PCIns^DB+Verb+Zero+Pres+Cop+A3sg
çoktu	/çok+Adj^DB+Verb+Zero+Past+A3sg /çok+Postp+PCAbl^DB+Verb+Zero+Past+A3sg
çokluk	/çok+Adj^DB+Noun+Ness+A3sg+Pnon+Nom /çok+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom /çok+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+FitFor
çokluk	/çok+Adj^DB+Noun+Ness+A3sg+Pnon+Nom /çok+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom /çok+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+FitFor
ötekini	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc
ötekini	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Acc
iledir	/il+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+Cop+A3sg /ile+Postp+PCNom^DB+Verb+Zero+Pres+Cop+A3sg
göreyse	/göre+Postp+PCDat^DB+Verb+Zero+Cond+A3sg
birlikteyiz	/birlikte+Postp+PCIns^DB+Verb+Zero+Pres+A1pl /birlik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl /bir+Adj^DB+Noun+Ness+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl /bir+Num+Card^DB+Noun+Ness+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
öncekinden	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl /önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Abl /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Abl
öncekinden	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl /önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Abl /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Abl
üzereyiz	/üzere+Postp+PCNom^DB+Verb+Zero+Pres+A1pl
ötesinden	/öt+Verb+Pos^DB+Noun+FeelLike+A3sg+P2sg+Abl /öte+Noun+A3sg+P3sg+Abl /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Abl
beraberlerinde	/beraber+Adj^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Adj^DB+Noun+Zero+A3sg+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3pl+Loc
beraberlerinde	/beraber+Adj^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Adj^DB+Noun+Zero+A3sg+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3pl+Loc
beraberlerinde	/beraber+Adj^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Adj^DB+Noun+Zero+A3sg+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3pl+Loc
beraberlerinde	/beraber+Adj^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Adj^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Adj^DB+Noun+Zero+A3sg+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P2sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3pl+P3pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3pl+Loc
gibilerin	/gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P2sg+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Gen
gibilerin	/gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P2sg+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Gen
öncekilerden	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Abl /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Abl
ötedeki	/öte+Noun+A3sg+Pnon+Loc^DB+Adj+Rel /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Loc^DB+Adj+Rel
kalana	/kal+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat /kala+Noun+A3sg+P2sg+Dat /kala+Postp+PCNom^DB+Noun+Zero+A3sg+P2sg+Dat /kalan+Noun+A3sg+Pnon+Dat
yönelikti	/yönelik+Postp+PCDat^DB+Verb+Zero+Past+A3sg
öncekilerin	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen /önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom
öncekilerin	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen /önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom
gibiydiler	/gibi+Postp+PCNom^DB+Verb+Zero+Past+A3pl
gibidirler	/gibi+Postp+PCNom^DB+Verb+Zero+Pres+Cop+A3pl
göredir	/göre+Postp+PCDat^DB+Verb+Zero+Pres+Cop+A3sg
içiniz	/iç+Noun+A3sg+P2pl+Nom /iç+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl /iç+Verb+Pos+Imp+A2pl /için+Postp+PCNom^DB+Verb+Zero+Pres+A1pl
mahsuben	/mahsuben+Postp+PCDat
fazlaya	/fazla+Adj^DB+Noun+Zero+A3sg+Pnon+Dat /fazla+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Dat
birliktedir	/birlikte+Postp+PCIns^DB+Verb+Zero+Pres+Cop+A3sg /birlik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg /bir+Adj^DB+Noun+Ness+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg /bir+Num+Card^DB+Noun+Ness+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+Cop+A3sg
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
beraberindekileri	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Nom /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc /beraber+Postp+PCIns^DB+Noun+Zer...
öncekilere	/önce+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Dat /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Dat
evvelden	/evvelden+Adverb /evvel+Noun+A3sg+Pnon+Abl /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Abl
gibileri	/gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3sg+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Acc /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3pl+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3sg+P3pl+Nom
gibileri	/gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3sg+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Acc /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3pl+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3sg+P3pl+Nom
gibileri	/gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3sg+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Acc /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3pl+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3sg+P3pl+Nom
gibileri	/gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3sg+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Acc /gibi+Postp+PCNom^DB+Noun+Zero+A3pl+P3pl+Nom /gibi+Postp+PCNom^DB+Noun+Zero+A3sg+P3pl+Nom
gibisin	/gibi+Postp+PCNom^DB+Verb+Zero+Pres+A2sg
fazlaysa	/faz+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Cond+A3sg /fazla+Adj^DB+Verb+Zero+Cond+A3sg /fazla+Postp+PCAbl^DB+Verb+Zero+Cond+A3sg
